中文名,外文名,ICAO代码,IATA代码,通航日期,所属地区,飞行区等级,机场类型,地区管理,航站楼面积,机位数量,跑道长度,航线数量,旅客吞吐量,货邮吞吐量,起降架次,运营机构,地&nbsp;&nbsp;&nbsp;&nbsp;址
北京首都国际机场,Beijing Capital International Airport,ZBAA,PEK,1958年,中国 北京市 朝阳区、顺义区,4F,民用运输机场,中国民用航空华北地区管理局,1410000 m² [1] （T1、T2和T3共计）,314 个 [1] （2018年）,3800米两条、3200米（共3条）,252 条 （国内132条、国际120条（2016年））,52879156 人次 [188] （2023年）,98.87 万吨 （2022年）,15.76万架次 （2022年）,北京首都国际机场股份有限公司,北京市朝阳区机场西路
