中文名,外文名,ICAO代码,IATA代码,通航日期,所属地区,飞行区等级,机场类型,地区管理,航站楼面积,机位数量,跑道长度,通航城市,旅客吞吐量,货邮吞吐量,起降架次,运营机构
泸州云龙机场,Luzhou Yunlong Airport,ZULZ,LZO,2018年9月10日,中国四川省泸州市,4C,军民合用机场,中国民用航空西南地区管理局,30000 m² （截至2018年9月）,14 个 （截至2018年9月）,2800 m （截至2018年9月）,36座 （2025年夏秋航季）,243.5 万人次 （2024年）,5171.8 吨 （2024年）,25921架次 （2024年）,泸州机场（集团）有限责任公司
