中文名,外文名,ICAO代码,IATA代码,通航日期,所属地区,飞行区等级,机场类型,地区管理,航站楼面积,机位数量,跑道长度,旅客吞吐量,货邮吞吐量,起降架次,运营机构
上海虹桥国际机场,Shanghai Hongqiao International Airport,ZSSS,SHA,1921年,中国上海市长宁区、闵行区,4E,民用运输机场,中国民用航空华东地区管理局,444600 m² （截至2017年9月）,155 个 （截至2017年9月）,3400米、3300米（共2条，截至2017年9月）,42492745 人次 [66] （2023年）,18.45 万吨 （2022年）,12.27万架次 （2022年）,上海机场（集团）有限公司
