中文名,外文名,ICAO代码,IATA代码,通航日期,所属地区,飞行区等级,机场类型,地区管理,航站楼面积,机位数量,跑道长度,航线数量,通航城市,旅客吞吐量,货邮吞吐量,起降架次,运营机构
吉安井冈山机场,Ji&#x27;an Jinggangshan Airport,ZSGS,JGS,2004年5月18日,中国江西省吉安市,4C,军民合用机场,中国民用航空华东地区管理局,13640 m² （截至2022年1月）,9 个 （截至2022年1月）,2600 m （截至2022年1月）,16 条 （2022年夏秋航季）,26座（2022年夏秋航季）,71.33 万人次 （2021年）,559.9 吨 （2021年）,9704架次（2021年）,首都机场集团有限公司 江西省机场集团公司吉安机场分公司
