中文名,外文名,ICAO代码,IATA代码,通航日期,所属地区,飞行区等级,机场类型,地区管理,航站楼面积,机位数量,跑道长度,航线数量,旅客吞吐量,货邮吞吐量,起降架次,运营机构
兰州中川国际机场,Lanzhou Zhongchuan International Airport,ZLLL,LHW,1970年7月26日,中华人民共和国甘肃省 兰州市 [50],4E,民用运输机场,中国民用航空西北地区管理局,400000 m² [67] （截至2016年底）,111 个 [67] （截至2016年底）,4000 m （截至2016年底）,212 条 （截至2019年底）,1500 万人次 （2019年）,6.15 万吨 （2018年）,10.89万架次 （2018年）,甘肃省民航机场集团有限公司 兰州中川国际机场有限公司
