中文名,外文名,ICAO代码,IATA代码,通航日期,所属地区,飞行区等级,机场类型,地区管理,航站楼面积,机位数量,跑道长度,航线数量,通航城市,旅客吞吐量,货邮吞吐量,起降架次,运营机构,设计旅客年吞吐量,设计货邮年吞吐量
哈尔滨太平国际机场,Harbin Taiping International Airport,ZYHB,HRB,1979年12月27日,中国黑龙江省哈尔滨市,4E级,民用运输机场,中国民用航空东北地区管理局,226500 m² （截至2024年7月）,90 个 （截至2024年7月）,3200 至 3600 m [129] （共两条）,282 条 （截至2024年12月31日）,127座 [122] （截至2024年12月31日）,2379.8 万人次 [122] （2024年）,1312222.2 吨 （2023年）,15.96万次 （2024年）,首都机场集团有限公司 黑龙江省机场管理集团有限公司,3800万人次 [153],30万吨 [153]
