中文名,外文名,ICAO代码,IATA代码,通航日期,所属地区,飞行区等级,机场类型,地区管理,航站楼面积,机位数量,跑道长度,航线数量,旅客吞吐量,货邮吞吐量,起降架次,运营机构
昆明长水国际机场,Kunming Changshui International Airport,ZPPP,KMG,2012年6月28日,中国云南省昆明市官渡区长水街道,4F,民用运输机场,中国民用航空局西南地区管理局,548300 m²,110 个,4000 至 4500 m （共2条）,276 条 （截至2015年11月）,42033527 人次 [137] （2023年）,41.57 万吨 （2019年）,357080架次 （2019年）,云南机场集团有限责任公司
