中文名,外文名,ICAO代码,IATA代码,通航日期,所属地区,飞行区等级,机场类型,地区管理,航站楼面积,机位数量,跑道长度,通航城市,旅客吞吐量,货邮吞吐量,起降架次,运营机构
南通兴东国际机场,Nantong Xingdong International Airport,ZSNT,NTG,1993年8月24日,中国江苏省南通市,4E级 [9],民用运输机场,中国民用航空华东地区管理局,6.7万平方米（截至2019年8月）,34个（截至2019年4月）,3400米，共1条（截至2019年4月）,37个（截至2019年4月）,348.44万人次（2019年）,4.22万吨（2019年）,3.45万架次（2019年）,南通机场集团有限公司
