中文名,外文名,ICAO代码,IATA代码,通航日期,所属地区,飞行区等级,机场类型,地区管理,航站楼面积,机位数量,跑道长度,航线数量,旅客吞吐量,货邮吞吐量,起降架次,运营机构
合肥新桥国际机场,Hefei Xinqiao International Airport,ZSOF,HFE,2013年5月30日,中国安徽省合肥市,4E,民用运输机场,中国民用航空华东地区管理局,108500 m² [32],53 个 [2] （截至2022年）,3400 m （截至2024年）,120 条 [90] （截至2023年底）,1248.14 万人次 [84] （2024年）,12.01 万吨 [84] （2024年）,9.67万架次 （2023年）,安徽民航机场集团有限公司
