中文名,外文名,ICAO代码,IATA代码,通航日期,所属地区,飞行区等级,机场类型,地区管理,航站楼面积,机位数量,跑道长度,航线数量,通航城市,旅客吞吐量,货邮吞吐量,起降架次,运营机构,地&nbsp;&nbsp;&nbsp;&nbsp;址
银川河东国际机场,Yinchuan Hedong International Airport,ZLIC,INC,1997年9月6日,中国·宁夏回族自治区银川市,4E,民用运输机场,中国民用航空局西北地区管理局,12.9万平方米（不含T1，截至2018年2月）,47 个 （截至2017年12月）,3600 m （截至2017年12月）,89 条 （国内线，截至2017年12月） 12 条 （国际线，截至2017年12月）,74个 （截至2017年12月）,1000 万人次 （2019年）,4.22 万吨 （2017年）,6.71万架次 （2017年）,西部机场集团宁夏机场有限公司,银川市灵武市临河镇
