中文名,外文名,ICAO代码,IATA代码,通航日期,所属地区,飞行区等级,机场类型,地区管理,航站楼面积,机位数量,跑道长度,通航城市,旅客吞吐量,货邮吞吐量,起降架次,运营机构
南宁吴圩国际机场,Nanning Wuxu International Airport,ZGNN,NNG,1962年11月26日,中国广西壮族自治区南宁市,4E,军民合用机场,中国民用航空中南地区管理局,189000 m² （截至2025年10月）,78 个 （截至2025年10月）,3200 至 3800 m [38] （2条跑道）,90座 （2025年冬春航季）,14005322 人次 （2024年）,203174.2 吨 （2024年）,105939架次（2024年）,广西机场管理集团有限责任公司南宁吴圩国际机场公司
