中文名,外文名,ICAO代码,IATA代码,通航日期,所属地区,飞行区等级,机场类型,地区管理,航站楼面积,机位数量,跑道长度,旅客吞吐量,货邮吞吐量,起降架次,运营机构
杭州萧山国际机场,Hangzhou Xiaoshan International Airport,ZSHC,HGH,2000年12月28日,中国浙江省杭州市,4F,民用运输机场,中国民用航空华东地区管理局,889000 m² （截至2025年12月）,211 个 （截至2025年12月）,3400 至 3600 m （截至2025年12月）,50000000 人次 （2025年）,734859 吨 （2024年）,320269架次（2024年）,浙江省机场集团有限公司 杭州萧山国际机场有限公司
