中文名,外文名,ICAO代码,IATA代码,通航日期,所属地区,飞行区等级,机场类型,地区管理,航站楼面积,机位数量,跑道长度,航线数量,通航城市,旅客吞吐量,起降架次,运营机构
佛山沙堤机场,Foshan Shadi Airport,ZGFS,FUO,2009年11月18日,中国广东省佛山市,4C级,军民合用机场,中国民用航空中南地区管理局,8060 m² [30],10个（截至2020年4月）,2800米（截至2020年4月）,16 条 （2024年夏秋航季）,16座（2024年夏秋航季）,1329381 人次 （2024年）,9420 （2024年）,佛山沙堤机场管理有限公司 中国联合航空公司
