中文名,外文名,ICAO代码,IATA代码,通航日期,所属地区,飞行区等级,机场类型,地区管理,航站楼面积,机位数量,跑道长度,航线数量,通航城市,旅客吞吐量,货邮吞吐量,起降架次,运营机构
呼和浩特白塔国际机场,Hohhot Baita International Airport,ZBHH,HET,1958年10月1日,中国内蒙古自治区呼和浩特市,4E级,民用运输机场,中国民用航空华北地区管理局,105400 m² （截至2025年9月）,64 个 （截至2025年9月）,3600 m （截至2025年9月）,139 条 （2025年夏秋航季）,92座（2025年夏秋航季）,13166230 人次 （2024年）,59180.6 吨 （2024年）,117907架次（2024年）,内蒙古自治区民航机场集团有限责任公司呼和浩特分公司
