中文名,外文名,ICAO代码,IATA代码,通航日期,所属地区,飞行区等级,机场类型,地区管理,航站楼面积,机位数量,跑道长度,航线数量,通航城市,运营机构
赣州瑞金机场,Ganzhou Ruijin Airport,ZSRJ,JRJ,2025年9月28日,中国江西省赣州市,4C,民用运输机场,中国民用航空华东地区管理局,7637 m² [24] （截至2025年9月）,8 个 （截至2025年9月）,2600 m （截至2025年9月）,3 条 （2025年夏秋航季）,3座（2025年秋冬航季） [28],江西省机场集团有限公司瑞金机场分公司
