中文名,外文名,ICAO代码,IATA代码,通航日期,所属地区,飞行区等级,机场类型,地区管理,航站楼面积,机位数量,跑道长度,航线数量,旅客吞吐量,货邮吞吐量,起降架次,运营机构
深圳宝安国际机场,Shenzhen Bao&#x27;an International Airport,ZGSZ,SZX,1991年10月12日,中华人民共和国广东省深圳市,4F级,民用运输机场,中国民用航空局中南地区管理局,451000 m²,199 个 （2016年）,3400 至 3800 m （2条跑道）,188 条 （截至2016年底）,6147.7 万人次 [389] （2024年）,188.1 万吨 [389] （2024年）,42.8万架次 [389] （2024年）,深圳市机场（集团）有限公司
