中文名,外文名,ICAO代码,IATA代码,通航日期,所属地区,飞行区等级,机场类型,地区管理,航站楼面积,机位数量,跑道长度,航线数量,通航城市,运营机构
济宁大安机场,Jining Da&#x27;an Airport,ZSJG,JNG,2023年12月28日,中国山东省 济宁市,4C,民用运输机场,中国民用航空华东地区管理局,29687 m² （截至2023年12月）,17 个 （截至2023年12月）,2800 m （截至2023年12月）,28 条,28,山东省机场管理集团有限公司
