中文名,外文名,ICAO代码,IATA代码,通航日期,所属地区,飞行区等级,机场类型,地区管理,航站楼面积,机位数量,跑道长度,通航城市,旅客吞吐量,货邮吞吐量,起降架次,运营机构
拉萨贡嘎国际机场,Lhasa Konggar International Airport,ZULS,LXA,1966年10月25日,中国西藏自治区山南市,4E,军民合用机场,中国民用航空西南地区管理局,115185 m² （截至2026年2月）,34 个 （截至2026年2月）,4000 m （截至2026年2月）,55座（2025/2026年冬春航季）,6284823 人次 （2025年）,49562.9 万吨 （2025年）,52073架次（2025年）,中国民用航空西藏自治区管理局 西藏机场集团
