中文名,外文名,ICAO代码,IATA代码,通航日期,所属地区,飞行区等级,机场类型,地区管理,航站楼面积,机位数量,跑道长度,航线数量,通航城市,旅客吞吐量,货邮吞吐量,起降架次,运营机构,安全管理机构
衡阳南岳机场,Hengyang Nanyue Airport,ZGHY,HNY,2014年12月23日,中国 衡阳市,4C级,民用运输机场,中国民用航空中南地区管理局,1.43万平方米（截至2014年12月）,11 个 [21] （截至2020年）,2600米，共1条（截至2014年12月）,21条（截至2019年10月）,29个（截至2019年1.月）,110.29万人次（2019年）,0.13万吨（2019年）,1.11万架次（2019年）,湖南省机场管理集团有限公司 衡阳南岳机场有限责任公司,衡阳市公安局 南岳机场分局
