中文名,外文名,ICAO代码,IATA代码,通航日期,所属地区,飞行区等级,机场类型,地区管理,航站楼面积,跑道长度,航线数量,通航城市,旅客吞吐量,货邮吞吐量,起降架次,运营机构
三亚凤凰国际机场,Sanya Phoenix International Airport,ZJSY,SYX,1994年7月1日,中国海南省三亚市,4E级,民用运输机场,中国民用航空中南地区管理局,105000 m²,3400米，共1条（截至2019年9月）,104条（截至2019年4月）,93个（截至2019年4月）,1541.28 万人次 （2020年）,7.99 万吨 （2020年）,10.81万架次 （2020年）,三亚凤凰国际机场有限责任公司
