中文名,外文名,ICAO代码,IATA代码,通航日期,所属地区,飞行区等级,机场类型,地区管理,航站楼面积,机位数量,跑道长度,航线数量,通航城市,旅客吞吐量,货邮吞吐量,起降架次,运营机构,东跑道长度,西跑道长度,跑道宽度
齐齐哈尔三家子机场,Qiqihar Sanjiazi Airport,ZYQQ,NDG,1988年5月16日,中国黑龙江省齐齐哈尔市,4C级,军民合用机场,中国民用航空东北地区管理局,18245 m² [33],10 个 [33] （截至2020年4月）,3000 至 3600 m [33] （2025年）,8 条 （2022年夏秋航季）,8座（2022年夏秋航季）,591182 人次 [37] （2025年）,722.7 吨 [36] （2025年）,4294 [36] （2025年）,黑龙江省机场管理集团有限公司齐齐哈尔机场分公司,3600m [32],3000m [32],50m [32] （东西跑道宽度）
